number_of_items,total_price,total_freight,number_of_payments,total_payment_value,purchase_hour,purchase_weekday,purchase_month,estimated_delivery_days,customer_state,distance_km
1.0,94.9,17.91,1.0,112.81,9,Saturday,2018-02,32.595532407407404,MG,549.7783788705642
3.0,116.7,52.8,1.0,169.5,9,Saturday,2018-02,25.59552083333333,MG,524.3958940091452
1.0,27.9,15.1,1.0,43.0,9,Saturday,2018-02,30.591516203703705,DF,
1.0,108.99,27.61,1.0,136.6,9,Saturday,2018-02,24.586180555555554,RJ,2272.6579273807115
1.0,149.0,25.88,1.0,174.88,10,Saturday,2018-02,24.579814814814814,SP,752.9231572703624
1.0,92.0,13.66,1.0,105.66,10,Saturday,2018-02,23.57545138888889,SP,292.63147341480845
1.0,130.0,17.35,1.0,147.35,10,Saturday,2018-02,46.574305555555554,BA,968.231877934239
1.0,179.9,12.76,1.0,192.66,10,Saturday,2018-02,33.57333333333333,SP,242.98470952759052
1.0,19.9,7.78,1.0,27.68,10,Saturday,2018-02,15.569375,SP,21.587281716699046
1.0,9.0,14.1,1.0,23.1,10,Saturday,2018-02,24.55142361111111,RJ,373.97141581478394
1.0,1199.0,134.25,1.0,1333.25,10,Saturday,2018-02,26.54232638888889,SC,239.5243320965822
2.0,245.98,36.28,1.0,282.26,11,Saturday,2018-02,30.540243055555557,PE,2108.126242921068
1.0,44.9,15.11,1.0,60.01,11,Saturday,2018-02,24.53903935185185,MG,443.3701376926407
1.0,149.0,40.37,1.0,189.37,11,Saturday,2018-02,30.537731481481483,RJ,313.1132314343508
1.0,142.0,13.12,1.0,155.12,11,Saturday,2018-02,29.536342592592593,SP,470.8091615031178
1.0,119.9,16.6,1.0,136.5,11,Saturday,2018-02,29.534537037037037,MG,780.7089665721861
1.0,86.9,16.24,1.0,103.14,11,Saturday,2018-02,23.53125,SP,310.8647261546616
1.0,120.0,45.3,1.0,165.3,11,Saturday,2018-02,29.529594907407407,SP,306.58175638886684
1.0,299.9,31.51,1.0,331.41,11,Saturday,2018-02,31.523483796296297,PB,1725.9961043726887
1.0,89.99,16.39,1.0,106.38,11,Saturday,2018-02,25.523194444444446,GO,807.6639894754933
1.0,38.0,15.1,1.0,53.1,11,Saturday,2018-02,25.514837962962964,SP,810.1183395282674
1.0,79.0,12.05,1.0,91.05,11,Saturday,2018-02,23.50784722222222,SP,145.3950063591084
1.0,119.9,18.41,1.0,138.31,11,Saturday,2018-02,31.50633101851852,SC,940.1135163544192
1.0,120.0,20.0,1.0,140.0,12,Saturday,2018-02,39.49579861111111,RS,1805.7586511206896
1.0,33.4,11.85,1.0,45.25,12,Saturday,2018-02,32.49452546296296,SP,341.512312917331
1.0,45.9,15.11,1.0,61.01,12,Saturday,2018-02,23.494328703703705,MG,493.12003260504497
1.0,56.99,12.74,1.0,69.73,12,Saturday,2018-02,23.488009259259258,SP,302.99555476206194
1.0,80.0,12.69,1.0,92.69,12,Saturday,2018-02,25.48324074074074,SP,540.0593960633142
1.0,77.0,12.67,1.0,89.67,12,Saturday,2018-02,25.481180555555557,SP,509.604984917172
1.0,139.9,15.73,1.0,155.63,12,Saturday,2018-02,25.477083333333333,MG,544.7701098199898
1.0,56.0,17.96,1.0,73.96,12,Saturday,2018-02,29.473784722222224,PR,1063.9500943315084
2.0,70.0,15.56,1.0,85.56,12,Saturday,2018-02,15.472488425925926,SP,4.560726869475029
4.0,242.7,72.93,1.0,315.63,12,Saturday,2018-02,25.471064814814813,RJ,489.5245986895701
1.0,159.9,13.25,1.0,173.15,12,Saturday,2018-02,22.46929398148148,PR,393.3582997496899
1.0,159.9,28.5,1.0,188.4,12,Saturday,2018-02,31.46329861111111,MS,1032.1504771748234
1.0,119.9,26.12,1.0,146.02,13,Saturday,2018-02,29.455659722222222,BA,1019.5827477583946
1.0,86.9,21.1,1.0,108.0,13,Saturday,2018-02,26.454479166666665,GO,568.3841884383031
1.0,97.49,15.43,1.0,112.92,13,Saturday,2018-02,25.44869212962963,MG,734.7565984120832
1.0,19.99,15.1,1.0,35.09,13,Saturday,2018-02,31.445671296296297,RS,1103.6134967868504
2.0,159.8,85.18,1.0,244.98,13,Saturday,2018-02,29.442997685185187,PI,2264.7247135121083
5.0,399.95,45.6,1.0,445.55,13,Saturday,2018-02,18.441956018518518,SP,128.84769957155106
1.0,24.89,15.1,1.0,39.99,13,Saturday,2018-02,29.439594907407407,MG,340.4470301555074
1.0,58.0,16.17,1.0,74.17,13,Saturday,2018-02,25.438483796296296,RJ,603.7757505642786
2.0,99.8,35.2,1.0,135.0,13,Saturday,2018-02,24.43425925925926,RJ,650.4587240919981
1.0,69.0,16.92,1.0,85.92,13,Saturday,2018-02,36.433738425925924,MG,797.9366046152428
1.0,44.88,19.23,1.0,64.11,13,Saturday,2018-02,24.427476851851853,SP,499.05184715004975
1.0,858.9,13.27,1.0,872.17,13,Saturday,2018-02,15.425717592592592,SP,107.45668288817379
1.0,49.9,17.6,1.0,67.5,13,Saturday,2018-02,33.420324074074074,RS,945.6828116796485
1.0,99.99,17.95,1.0,117.94,13,Saturday,2018-02,40.41827546296296,RS,646.0928389612668
1.0,19.9,14.1,1.0,34.0,14,Saturday,2018-02,30.416180555555556,RS,858.0351568419758
1.0,148.0,15.79,1.0,163.79,14,Saturday,2018-02,26.40744212962963,MG,665.5576366134725
1.0,49.9,13.37,1.0,63.27,14,Saturday,2018-02,23.39645833333333,SP,434.66117740773933
1.0,29.99,8.11,1.0,38.1,14,Saturday,2018-02,15.388564814814815,SP,134.4186624280686
1.0,25.0,7.78,1.0,32.78,14,Saturday,2018-02,15.381458333333333,SP,18.712726564402324
1.0,23.7,11.85,1.0,35.55,15,Saturday,2018-02,23.373333333333335,SP,253.70954436028407
1.0,22.99,14.1,2.0,37.09,15,Saturday,2018-02,24.372800925925926,PR,353.6676851852199
1.0,67.9,12.61,1.0,80.51,15,Saturday,2018-02,29.365833333333335,SP,478.76122154933375
1.0,74.9,12.65,1.0,87.55,15,Saturday,2018-02,33.365833333333335,SP,478.76122154933375
1.0,122.99,9.06,1.0,132.05,15,Saturday,2018-02,15.364849537037037,SP,22.931708822890023
1.0,26.9,7.78,1.0,34.68,15,Saturday,2018-02,15.36400462962963,SP,35.31267135161121
1.0,29.98,7.78,1.0,37.76,15,Saturday,2018-02,15.360173611111112,SP,20.051127806735884
1.0,74.9,12.65,1.0,87.55,15,Saturday,2018-02,31.356319444444445,SP,572.7316977758818
1.0,79.0,16.99,1.0,95.99,15,Saturday,2018-02,26.354606481481483,RJ,885.0941574551579
1.0,113.0,16.55,1.0,129.55,15,Saturday,2018-02,26.35417824074074,MG,425.06607631403756
1.0,13.65,14.1,1.0,27.75,15,Saturday,2018-02,24.35130787037037,GO,800.2948677161079
1.0,345.5,38.0,1.0,383.5,15,Saturday,2018-02,39.35094907407407,RS,847.3903063327051
1.0,69.99,12.62,1.0,82.61,15,Saturday,2018-02,24.34380787037037,MG,534.017206350635
1.0,39.99,16.79,1.0,56.78,15,Saturday,2018-02,30.34346064814815,BA,1280.3269480694123
1.0,25.0,8.72,1.0,33.72,15,Saturday,2018-02,19.34179398148148,SP,38.61903820304223
1.0,29.99,14.1,1.0,44.09,16,Saturday,2018-02,23.33159722222222,RJ,338.4966978932184
1.0,89.7,15.38,1.0,105.08,16,Saturday,2018-02,25.32744212962963,RJ,576.0434329736888
1.0,194.0,16.99,1.0,210.99,16,Saturday,2018-02,23.321898148148147,SP,375.0137883220852
1.0,27.9,14.1,1.0,42.0,16,Saturday,2018-02,32.31163194444444,SP,511.5474369741948
1.0,299.9,13.6,1.0,313.5,16,Saturday,2018-02,52.30555555555556,SP,241.61807826225007
1.0,525.0,33.51,1.0,558.51,16,Saturday,2018-02,25.304837962962964,RJ,365.4449259609161
1.0,99.99,19.94,1.0,119.93,16,Saturday,2018-02,44.30243055555555,RJ,926.193287137961
1.0,54.4,9.34,1.0,63.74,16,Saturday,2018-02,15.298125,SP,119.33513674976108
1.0,29.99,15.1,1.0,45.09,17,Saturday,2018-02,30.29048611111111,PR,760.1237339696274
1.0,222.0,13.05,1.0,235.05,17,Saturday,2018-02,24.290416666666665,SP,172.17691182899406
1.0,29.0,7.78,1.0,36.78,17,Saturday,2018-02,15.290416666666667,SP,26.923835244724952
2.0,49.8,33.58,1.0,83.38,17,Saturday,2018-02,29.273125,BA,1461.086257447293
1.0,24.9,16.79,1.0,41.69,17,Saturday,2018-02,29.273113425925924,BA,1461.086257447293
1.0,59.99,9.94,1.0,69.93,17,Saturday,2018-02,15.251203703703704,SP,46.277859311660684
1.0,29.98,11.85,1.0,41.83,17,Saturday,2018-02,23.25033564814815,SP,287.88415520225266
1.0,139.9,23.85,1.0,163.75,18,Saturday,2018-02,29.248425925925925,BA,1276.4104276263913
1.0,69.0,17.76,1.0,86.76,18,Saturday,2018-02,30.2465625,PE,2140.515675853636
1.0,609.0,66.94,1.0,675.94,18,Saturday,2018-02,31.24412037037037,BA,2059.754719827951
1.0,429.9,31.41,1.0,461.31,18,Saturday,2018-02,33.24357638888889,PE,1956.0917605567645
1.0,34.99,17.63,1.0,52.62,18,Saturday,2018-02,40.23612268518519,PE,2112.0105708499786
1.0,219.9,36.6,1.0,256.5,18,Saturday,2018-02,26.234826388888887,MG,164.79103294955522
1.0,94.6,13.68,1.0,108.28,18,Saturday,2018-02,25.233483796296298,SP,465.2941928759295
1.0,259.0,46.31,1.0,305.31,18,Saturday,2018-02,24.23327546296296,MG,121.57329978205208
1.0,210.0,52.69,1.0,262.69,18,Saturday,2018-02,26.232719907407407,TO,1511.0700790679348
1.0,89.0,17.87,1.0,113.05,18,Saturday,2018-02,31.232569444444444,SC,590.2710679114147
1.0,79.9,12.9,1.0,92.8,18,Saturday,2018-02,23.23003472222222,SP,308.94078581730184
1.0,71.6,15.26,1.0,86.86,18,Saturday,2018-02,23.22628472222222,RJ,344.94801556983623
1.0,18.9,14.1,1.0,33.0,18,Saturday,2018-02,25.221296296296295,GO,804.8684955966072
3.0,207.0,53.19,1.0,260.19,18,Saturday,2018-02,25.21974537037037,DF,670.3069607727945
1.0,13.99,7.78,1.0,21.77,18,Saturday,2018-02,15.216342592592593,SP,10.875553931885728
1.0,59.9,17.99,1.0,77.89,18,Saturday,2018-02,30.21383101851852,MG,615.6351188453949
1.0,10.99,14.1,1.0,25.09,18,Saturday,2018-02,25.21291666666667,MG,501.1053517145281
1.0,25.49,7.78,1.0,33.27,18,Saturday,2018-02,15.208969907407408,SP,53.80473982009837
1.0,229.9,16.36,1.0,246.26,19,Saturday,2018-02,25.207766203703702,SP,379.99112439543154
1.0,299.9,13.6,1.0,313.5,19,Saturday,2018-02,23.20662037037037,SP,193.87617720369607
1.0,17.9,16.79,1.0,34.69,19,Saturday,2018-02,26.202372685185185,RJ,894.8111900532301
1.0,61.8,33.7,1.0,95.5,19,Saturday,2018-02,23.20047453703704,SP,73.50314547526331
1.0,270.0,16.64,1.0,286.64,19,Saturday,2018-02,33.197291666666665,SC,749.7734757066573
1.0,49.9,7.78,1.0,57.68,19,Saturday,2018-02,15.18925925925926,SP,115.37089697195783
1.0,59.9,7.78,1.0,67.68,19,Saturday,2018-02,15.18400462962963,SP,28.301174543028633
1.0,45.9,16.11,1.0,62.01,19,Saturday,2018-02,26.177256944444444,MG,243.05873480128392
1.0,50.0,15.1,1.0,65.1,19,Saturday,2018-02,29.174479166666668,RJ,493.8509382309233
1.0,18.9,11.85,1.0,30.75,20,Saturday,2018-02,23.16547453703704,SP,95.91121161774016
1.0,149.99,34.85,1.0,184.84,20,Saturday,2018-02,30.148761574074076,PI,1963.4111734344222
1.0,189.0,15.07,1.0,204.07,20,Saturday,2018-02,23.141527777777778,RJ,369.95953794281894
1.0,155.0,86.25,1.0,241.25,20,Saturday,2018-02,33.14126157407407,MG,384.1573998027505
1.0,325.0,23.07,1.0,348.07,20,Saturday,2018-02,25.13849537037037,MA,2364.311025593894
1.0,29.99,16.11,1.0,46.1,20,Saturday,2018-02,25.135,PR,288.402889748653
1.0,74.9,12.65,1.0,87.55,20,Saturday,2018-02,31.13443287037037,SP,152.98142158606916
1.0,81.4,12.91,1.0,94.31,20,Saturday,2018-02,25.131574074074074,SP,119.72820506205207
1.0,89.9,7.88,1.0,97.78,20,Saturday,2018-02,15.128773148148149,SP,8.019864604796734
1.0,39.99,7.78,1.0,47.77,21,Saturday,2018-02,15.122534722222222,SP,15.458003559179145
1.0,359.99,68.26,1.0,428.25,21,Saturday,2018-02,26.122268518518517,PR,288.67896189591016
1.0,39.99,16.79,1.0,56.78,21,Saturday,2018-02,32.11856481481482,BA,1473.7578588658585
1.0,29.9,22.67,1.0,52.57,21,Saturday,2018-02,25.116238425925925,GO,971.7018505326795
1.0,148.0,15.79,1.0,163.79,21,Saturday,2018-02,26.11537037037037,MG,552.384255067962
1.0,129.9,12.11,1.0,142.01,21,Saturday,2018-02,18.113194444444446,SP,27.539805182085708
1.0,149.0,40.37,1.0,189.37,21,Saturday,2018-02,29.113194444444446,SP,291.32297727715365
2.0,197.89,36.77,1.0,234.66,21,Saturday,2018-02,31.100011574074074,PR,676.9222553783922
1.0,122.99,15.61,1.0,138.6,21,Saturday,2018-02,25.09861111111111,PR,549.3140733486284
1.0,389.0,16.33,1.0,405.33,21,Saturday,2018-02,23.093055555555555,SP,26.165240062101198
1.0,26.5,19.59,1.0,49.73,21,Saturday,2018-02,36.08631944444444,MG,1261.642356595333
1.0,169.9,46.78,1.0,216.68,21,Saturday,2018-02,37.08537037037037,PA,2286.927900896815
1.0,129.9,17.62,1.0,147.52,21,Saturday,2018-02,23.084340277777777,SP,332.24697981910657
1.0,28.99,15.1,1.0,44.09,22,Saturday,2018-02,26.07125,PR,411.0279289285276
1.0,39.9,17.6,1.0,57.5,22,Saturday,2018-02,25.07085648148148,RJ,456.3473942427815
1.0,29.99,14.1,1.0,44.09,22,Saturday,2018-02,24.068460648148147,RJ,381.76552608623797
1.0,69.9,20.98,1.0,90.88,22,Saturday,2018-02,30.06625,PR,332.5199410186654
1.0,59.33,17.67,1.0,77.0,22,Saturday,2018-02,26.06332175925926,MG,723.205892023154
1.0,159.9,12.62,1.0,172.52,22,Saturday,2018-02,33.06219907407407,SP,215.15566488608172
1.0,69.0,16.92,1.0,85.92,22,Saturday,2018-02,37.06005787037037,RJ,845.0820738291941
1.0,69.9,13.08,1.0,82.98,22,Saturday,2018-02,15.056018518518519,SP,43.45148556169077
1.0,21.99,15.1,1.0,37.09,22,Saturday,2018-02,29.055625,PR,363.76727869595555
2.0,98.0,30.22,1.0,128.22,22,Saturday,2018-02,24.04431712962963,SP,332.576652614738
1.0,69.9,13.37,1.0,83.27,22,Saturday,2018-02,32.04222222222222,MG,117.86548251817716
1.0,29.99,16.79,1.0,46.78,23,Saturday,2018-02,33.040983796296295,MT,1608.7996345124045
1.0,40.8,15.11,1.0,55.91,23,Saturday,2018-02,24.040208333333332,SP,496.2685455010791
1.0,69.9,9.34,2.0,79.24,23,Saturday,2018-02,15.032743055555555,SP,28.938495051272415
1.0,49.9,14.1,1.0,64.0,23,Saturday,2018-02,24.031944444444445,RJ,385.43835025793436
1.0,74.9,18.09,1.0,92.99,23,Saturday,2018-02,31.031516203703703,BA,1478.3307815521405
1.0,129.89,16.67,1.0,146.56,23,Saturday,2018-02,38.030706018518515,SC,396.2548516726631
1.0,389.0,83.54,2.0,472.54,23,Saturday,2018-02,29.02892361111111,TO,1823.9857357214796
1.0,99.9,38.25,1.0,138.15,23,Saturday,2018-02,30.019456018518518,GO,1118.1293863137655
1.0,129.99,21.31,1.0,151.3,23,Saturday,2018-02,30.015925925925927,PE,2112.218283193358
1.0,13.65,7.78,1.0,21.43,23,Saturday,2018-02,15.006400462962963,SP,18.784929118838168
1.0,99.9,36.02,1.0,135.92,23,Saturday,2018-02,36.00134259259259,PE,1513.392623057093
1.0,29.9,9.34,1.0,39.24,23,Saturday,2018-02,15.000069444444444,SP,145.51280805068583
3.0,339.0,54.12,1.0,393.12,0,Sunday,2018-02,28.992708333333333,ES,776.8553210689934
1.0,79.9,26.88,1.0,106.78,0,Sunday,2018-02,25.991481481481483,RJ,382.3109570606982
1.0,50.0,8.27,1.0,58.27,0,Sunday,2018-02,21.988009259259258,SP,74.83994851804246
1.0,33.5,15.1,1.0,48.6,0,Sunday,2018-02,32.97613425925926,RS,837.0252181998537
1.0,19.9,15.1,1.0,35.0,0,Sunday,2018-02,25.974351851851853,RS,872.8694653843253
1.0,29.99,21.15,1.0,51.14,0,Sunday,2018-02,29.96525462962963,RN,2308.5778487656835
1.0,79.9,7.81,1.0,87.71,0,Sunday,2018-02,14.961458333333333,SP,158.51583721542764
1.0,89.0,17.87,1.0,106.87,0,Sunday,2018-02,28.961412037037036,RJ,240.2481698134175
1.0,59.99,15.18,1.0,75.17,0,Sunday,2018-02,24.959131944444444,DF,804.0252831654135
1.0,69.9,16.25,1.0,86.15,0,Sunday,2018-02,28.95912037037037,DF,807.0854951296806
1.0,45.9,15.98,1.0,61.88,1,Sunday,2018-02,22.95258101851852,SP,221.6074296238456
1.0,39.9,7.78,1.0,47.68,1,Sunday,2018-02,14.94138888888889,SP,1.6155816155219933
1.0,55.9,8.27,1.0,64.17,1,Sunday,2018-02,23.926747685185184,RJ,48.86249698929332
1.0,56.99,16.16,1.0,73.15,1,Sunday,2018-02,30.920601851851853,RS,947.8489441221459
1.0,97.9,16.94,1.0,114.84,3,Sunday,2018-02,23.872708333333332,PR,
3.0,89.97,23.34,1.0,113.31,3,Sunday,2018-02,14.867523148148148,SP,20.552010492141378
1.0,27.99,15.1,1.0,43.09,7,Sunday,2018-02,24.69613425925926,ES,899.6779356252517
1.0,19.9,42.38,1.0,62.28,7,Sunday,2018-02,32.68837962962963,PI,2531.1661194165586
1.0,18.0,15.79,1.0,33.79,8,Sunday,2018-02,23.656863425925927,SP,874.270156009716
1.0,249.99,18.19,1.0,268.18,9,Sunday,2018-02,30.61398148148148,RS,1007.5661418656721
1.0,1790.0,40.9,1.0,1830.9,9,Sunday,2018-02,14.591944444444444,SP,30.894203515085383
1.0,49.99,16.92,1.0,66.91,9,Sunday,2018-02,23.590266203703703,SP,872.4452802843998
1.0,180.0,16.01,1.0,196.01,10,Sunday,2018-02,24.576886574074074,ES,573.5236379984974
1.0,119.9,16.6,1.0,136.5,10,Sunday,2018-02,28.571585648148147,SP,361.5574305093399
1.0,81.5,15.32,1.0,96.82,10,Sunday,2018-02,24.568842592592592,MG,553.2324579006106
1.0,117.9,20.32,1.0,138.22,10,Sunday,2018-02,24.554560185185185,SP,339.64358163930433
1.0,85.0,12.09,1.0,97.09,10,Sunday,2018-02,22.552534722222223,SP,89.8693499358185
2.0,99.8,39.18,1.0,138.98,10,Sunday,2018-02,30.550011574074073,BA,1489.714434689469
1.0,99.99,14.43,1.0,114.42,10,Sunday,2018-02,37.54396990740741,PR,315.7026370945763
1.0,45.0,16.11,1.0,61.11,11,Sunday,2018-02,25.54042824074074,MG,594.1111144466433
1.0,41.5,11.85,1.0,53.35,11,Sunday,2018-02,18.539224537037036,SP,301.10931657969707
1.0,22.99,13.37,1.0,36.36,11,Sunday,2018-02,29.538032407407407,SP,49.0842412327816
1.0,94.45,16.42,1.0,110.87,11,Sunday,2018-02,23.53622685185185,SP,236.2957162709259
1.0,19.9,12.48,1.0,32.38,11,Sunday,2018-02,25.535694444444445,SP,517.4241595758886
1.0,144.99,14.03,1.0,159.02,11,Sunday,2018-02,22.532002314814815,SP,55.078195736683824
1.0,11.95,15.1,1.0,27.05,11,Sunday,2018-02,25.529675925925925,SC,516.5631501385718
1.0,144.99,18.26,1.0,163.25,11,Sunday,2018-02,25.528541666666666,MG,140.78136079013794
1.0,134.9,13.07,1.0,147.97,11,Sunday,2018-02,23.525358796296295,PR,317.633393329605
1.0,99.99,17.95,1.0,117.94,11,Sunday,2018-02,44.52363425925926,SP,347.0964484131412
1.0,54.99,21.18,1.0,76.17,11,Sunday,2018-02,30.508136574074076,CE,2171.615275830896
1.0,99.99,19.94,1.0,119.93,11,Sunday,2018-02,42.507523148148145,RJ,837.2929030610761
1.0,99.9,22.57,1.0,122.47,11,Sunday,2018-02,25.506539351851853,RJ,693.6496459902277
1.0,18.9,12.48,1.0,31.38,12,Sunday,2018-02,23.499293981481483,PR,125.5821281508735
1.0,99.99,38.25,1.0,138.24,12,Sunday,2018-02,43.49689814814815,GO,753.1615984926638
1.0,34.6,17.6,1.0,52.2,12,Sunday,2018-02,32.485219907407405,SP,817.130063127261
2.0,298.0,80.74,1.0,378.74,12,Sunday,2018-02,28.48085648148148,SP,317.04662057027457
1.0,74.9,15.27,1.0,90.17,12,Sunday,2018-02,31.479976851851852,SP,369.34204363330997
1.0,68.9,15.23,1.0,84.13,12,Sunday,2018-02,30.47996527777778,SP,369.34204363330997
1.0,79.9,16.32,1.0,96.22,12,Sunday,2018-02,31.470104166666665,RS,1184.4125220348037
1.0,128.8,34.26,1.0,163.06,12,Sunday,2018-02,29.465578703703702,MG,760.7229621690736
1.0,199.0,21.88,1.0,220.88,12,Sunday,2018-02,25.464502314814816,ES,832.8611457062666
1.0,174.99,31.43,1.0,206.42,13,Sunday,2018-02,14.452754629629629,SP,79.51635564139062
1.0,99.0,16.32,1.0,115.32,13,Sunday,2018-02,22.45111111111111,SP,127.52786919251554
1.0,49.9,13.37,1.0,63.27,13,Sunday,2018-02,23.445694444444445,SP,386.30459915767864
1.0,114.9,33.25,1.0,148.15,13,Sunday,2018-02,31.445439814814815,TO,1117.1459874855157
1.0,58.67,8.72,1.0,67.39,13,Sunday,2018-02,28.439872685185186,SP,23.71850551035508
1.0,22.9,34.15,1.0,57.05,13,Sunday,2018-02,31.43898148148148,RN,2220.059547388663
1.0,99.99,14.43,1.0,114.42,13,Sunday,2018-02,37.43421296296296,PR,329.5968524462801
1.0,145.9,14.04,1.0,159.94,13,Sunday,2018-02,25.43,SP,539.536672713392
1.0,49.9,13.37,1.0,63.27,13,Sunday,2018-02,22.429212962962964,SP,425.9519992967902
1.0,89.9,15.38,1.0,105.28,13,Sunday,2018-02,28.42710648148148,RJ,480.21964334083737
1.0,99.9,16.95,1.0,116.85,13,Sunday,2018-02,24.420092592592592,SP,357.3754232556448
1.0,34.99,14.1,1.0,49.09,14,Sunday,2018-02,24.411284722222224,SC,491.34812530364457
1.0,325.0,10.47,1.0,335.47,14,Sunday,2018-02,14.411226851851852,SP,21.293873353294934
1.0,15.9,16.79,1.0,32.69,14,Sunday,2018-02,39.40701388888889,GO,846.2745552795993
1.0,34.99,15.1,1.0,50.09,14,Sunday,2018-02,23.404594907407407,RJ,431.2532452733089
1.0,29.9,8.11,1.0,38.01,14,Sunday,2018-02,14.400347222222223,SP,143.0789799089098
2.0,3300.0,58.24,1.0,3358.24,14,Sunday,2018-02,30.40005787037037,BA,1274.00966437086
2.0,71.98,32.22,1.0,104.2,14,Sunday,2018-02,30.397604166666667,RS,962.5012949805566
1.0,325.0,19.55,1.0,344.55,14,Sunday,2018-02,25.386956018518518,CE,2379.0597035952965
1.0,49.0,17.63,1.0,66.63,14,Sunday,2018-02,24.386087962962964,SP,711.0798904852018
1.0,29.99,14.1,1.0,44.09,14,Sunday,2018-02,23.382627314814815,DF,881.2822465744509
1.0,53.9,9.74,1.0,63.64,14,Sunday,2018-02,14.382060185185185,SP,78.58322302744476
1.0,73.5,15.26,1.0,88.76,14,Sunday,2018-02,32.38082175925926,SP,230.45466474459354
1.0,29.9,15.1,1.0,45.0,15,Sunday,2018-02,25.373564814814817,RJ,558.1688048282044
1.0,39.99,11.85,1.0,51.84,15,Sunday,2018-02,21.370555555555555,SP,222.35061514519995
1.0,79.9,26.88,1.0,106.78,15,Sunday,2018-02,30.367835648148148,SC,988.5478229735822
1.0,429.0,38.36,1.0,467.36,15,Sunday,2018-02,31.356412037037035,MA,2833.809759901749
1.0,99.99,14.43,1.0,114.42,15,Sunday,2018-02,39.349780092592596,SP,496.6028285742202
1.0,109.9,25.61,1.0,135.51,15,Sunday,2018-02,29.348993055555557,PR,417.9211478725957
1.0,99.99,19.94,1.0,119.93,15,Sunday,2018-02,43.34898148148148,RJ,984.7742539407101
1.0,19.99,7.78,1.0,27.77,15,Sunday,2018-02,14.344375,SP,20.63583227762957
4.0,439.6,49.08,1.0,488.68,15,Sunday,2018-02,22.344155092592594,SP,402.3648187563834
2.0,119.8,26.16,1.0,145.96,15,Sunday,2018-02,14.339224537037037,SP,18.302104041380293
1.0,149.9,36.37,1.0,186.27,15,Sunday,2018-02,29.338784722222222,SP,2269.5706868245575
1.0,119.9,14.57,1.0,134.47,15,Sunday,2018-02,25.33766203703704,SP,484.69395916891403
1.0,52.2,17.62,1.0,69.82,16,Sunday,2018-02,31.326747685185186,RS,1035.9782343936397
1.0,99.9,17.18,1.0,135.22,16,Sunday,2018-02,23.325648148148147,PR,265.832715936819
1.0,265.0,39.69,1.0,304.69,16,Sunday,2018-02,24.311261574074074,SP,599.1422009187439
1.0,138.0,48.41,1.0,186.41,16,Sunday,2018-02,22.310810185185186,GO,1167.1196996821393
1.0,49.0,11.85,1.0,60.85,16,Sunday,2018-02,22.308611111111112,SP,49.00007878713028
1.0,194.65,17.12,1.0,211.77,16,Sunday,2018-02,24.308425925925928,RJ,606.9473796226182
1.0,24.89,7.78,1.0,32.67,16,Sunday,2018-02,21.305960648148147,SP,49.225980887251914
1.0,68.9,12.61,1.0,81.51,16,Sunday,2018-02,25.304027777777776,SP,549.8976059753346
1.0,24.99,15.1,1.0,40.09,16,Sunday,2018-02,28.30119212962963,GO,813.9493835289009
1.0,40.8,15.11,1.0,55.91,17,Sunday,2018-02,23.290011574074075,SP,486.2204189959181
1.0,99.99,14.43,1.0,114.42,17,Sunday,2018-02,42.28542824074074,SP,454.66425938855383
1.0,99.99,29.1,1.0,129.09,17,Sunday,2018-02,44.28104166666667,ES,1186.051031621416
1.0,59.9,11.98,1.0,71.88,17,Sunday,2018-02,18.27650462962963,RJ,19.346846461469813
1.0,99.9,23.57,1.0,123.47,17,Sunday,2018-02,29.27255787037037,MG,588.5463207268815
1.0,32.0,16.11,1.0,48.11,17,Sunday,2018-02,29.26121527777778,MG,234.62602094480943
1.0,227.99,50.34,1.0,278.33,17,Sunday,2018-02,25.25712962962963,RJ,317.7913701085204
1.0,59.0,12.23,1.0,71.23,17,Sunday,2018-02,14.255,SP,72.9044333807605
1.0,104.0,15.48,1.0,119.48,17,Sunday,2018-02,25.254201388888887,SP,418.78359681513984
1.0,18.0,14.1,1.0,32.1,18,Sunday,2018-02,24.240694444444443,MG,293.627018590278
1.0,34.9,15.11,1.0,50.01,18,Sunday,2018-02,25.238831018518518,GO,905.4271541877359
1.0,799.9,21.36,1.0,821.26,18,Sunday,2018-02,35.23230324074074,SP,476.1237679368517
1.0,54.9,13.08,1.0,67.98,18,Sunday,2018-02,14.229594907407407,SP,36.634846295751835
1.0,49.9,13.37,1.0,63.27,18,Sunday,2018-02,22.228078703703705,SP,424.34205822036483
1.0,190.0,16.08,1.0,206.08,18,Sunday,2018-02,31.22519675925926,RJ,652.7071428777003
1.0,7.9,8.11,1.0,16.01,18,Sunday,2018-02,14.222199074074075,SP,148.03504794240166
1.0,108.9,10.18,1.0,119.08,18,Sunday,2018-02,14.216944444444444,SP,72.36463545755282
1.0,149.99,21.85,1.0,171.84,18,Sunday,2018-02,25.216342592592593,MA,1932.9944159844558
1.0,122.9,18.43,1.0,141.33,18,Sunday,2018-02,31.212789351851853,MT,1226.4486270853852
1.0,56.99,12.74,1.0,69.73,18,Sunday,2018-02,22.21144675925926,SP,302.23363581373695
1.0,20.49,14.1,1.0,34.59,18,Sunday,2018-02,23.210520833333334,DF,875.1696183454939
1.0,86.9,21.1,1.0,108.0,18,Sunday,2018-02,25.21002314814815,RJ,609.4238059750593
